person_id,entry_time,exit_time,section_A_in,section_A_out,section_B_in,section_B_out,section_C_in,section_C_out,gender,age,total_time,A_time,B_time,C_time
850,23:35:24,23:36:01,,,,,,,male,60+,37,0,0,0
851,23:35:26,23:35:48,,,,,,,male,60+,22,0,0,0
852,23:35:29,23:36:00,,,,,,,male,20-39,31,0,0,0
856,23:35:33,23:35:53,,,,,,,male,60+,20,0,0,0
859,23:35:39,23:39:59,,,23:39:04,,,,male,60+,260,0,0,0
865,23:35:43,23:36:44,,,,,,,male,20-39,61,0,0,0
866,23:35:47,23:41:35,,,23:39:14,23:40:03,,,female,60+,348,0,49,0
868,23:35:51,23:37:15,,,,,,,female,60+,84,0,0,0
869,23:35:52,23:38:44,,,,,23:37:25,23:37:35,male,60+,172,0,0,10
872,23:35:55,23:38:08,,,,,23:35:55,,male,20-39,133,0,0,0
874,23:35:56,23:37:04,,,23:35:56,23:35:59,,,female,60+,68,0,3,0
878,23:36:02,23:46:12,23:45:39,23:45:10,,,23:36:35,23:36:35,female,60+,610,0,0,0
881,23:36:11,23:39:54,,,,,,,male,0-19,223,0,0,0
884,23:36:13,23:36:41,23:36:13,,,,,,female,60+,28,0,0,0
885,23:36:13,23:39:30,,,,,23:37:43,23:38:28,male,60+,197,0,0,45
888,23:36:16,23:37:36,,,,,,,male,20-39,80,0,0,0
891,23:36:22,23:36:46,,,,,,,male,60+,24,0,0,0
893,23:36:26,23:41:23,,,,,23:36:26,23:37:08,male,60+,297,0,0,42
894,23:36:27,23:38:20,23:36:28,23:37:56,,,,,female,60+,113,88,0,0
902,23:36:35,23:39:09,,,,,,,female,60+,154,0,0,0
904,23:36:37,23:37:42,23:37:17,,,,,,female,60+,65,0,0,0
905,23:36:37,23:40:34,,,,,23:39:30,23:40:11,male,60+,237,0,0,41
906,23:36:39,23:37:03,,,,,,,male,60+,24,0,0,0
907,23:36:40,23:40:28,23:36:40,23:39:11,,,23:39:27,23:40:05,male,60+,228,151,0,38
912,23:36:42,23:37:54,,,,,,,male,20-39,72,0,0,0
917,23:36:46,23:37:16,,,,,23:36:54,,male,60+,30,0,0,0
921,23:36:51,23:37:44,23:36:52,,,,,,male,60+,53,0,0,0
922,23:36:53,23:37:31,,,,,,,female,60+,38,0,0,0
928,23:36:59,23:37:23,,,,,,,male,20-39,24,0,0,0
931,23:37:01,23:37:24,,,,,,,male,60+,23,0,0,0
933,23:37:03,23:37:23,23:37:03,,,,,,male,60+,20,0,0,0
936,23:37:05,23:40:11,,,,,,,female,0-19,186,0,0,0
939,23:37:07,23:37:45,,,,,23:37:25,,female,60+,38,0,0,0
941,23:37:10,23:45:14,23:42:30,23:43:57,23:39:09,23:40:40,,,male,60+,484,87,91,0
946,23:37:18,23:38:29,,,23:38:06,,,,male,20-39,71,0,0,0
955,23:37:26,23:38:22,,,,,,,male,60+,56,0,0,0
957,23:37:29,23:38:17,,,,,,,male,60+,48,0,0,0
958,23:37:30,23:37:56,,,23:37:30,,,,male,60+,26,0,0,0
961,23:37:32,23:46:14,,,,,23:45:15,23:45:15,male,60+,522,0,0,0
962,23:37:33,23:37:49,,,,,,,male,60+,16,0,0,0
967,23:37:47,23:38:29,23:37:47,,,,,,male,20-39,42,0,0,0
970,23:37:51,23:45:01,23:42:45,23:43:52,,,,,female,60+,430,67,0,0
971,23:37:52,23:38:20,,,,,,,female,60+,28,0,0,0
972,23:37:53,23:38:57,23:37:54,,,,,,female,20-39,64,0,0,0
974,23:37:55,23:38:31,23:37:56,23:38:15,,,,,male,60+,36,19,0,0
978,23:37:57,23:38:13,,,,,,,male,20-39,16,0,0,0
981,23:38:01,23:39:05,,,,,23:38:24,,male,20-39,64,0,0,0
997,23:38:31,23:53:07,,,,,,,male,60+,876,0,0,0
998,23:38:31,23:38:59,23:38:34,,,,,,female,60+,28,0,0,0
1000,23:38:33,23:39:06,,,,,,,male,60+,33,0,0,0
1002,23:38:37,23:39:20,,,,,,,male,20-39,43,0,0,0
1005,23:38:39,23:44:47,23:38:40,,23:41:17,23:43:09,,,male,60+,368,0,112,0
1010,23:38:43,23:45:27,23:43:52,23:44:16,,,,,male,20-39,404,24,0,0
1011,23:38:46,23:39:34,,,23:39:00,23:38:58,,,male,60+,48,0,0,0
1014,23:38:50,23:39:19,,,23:38:51,,,,male,20-39,29,0,0,0
1015,23:38:54,23:39:14,23:38:55,,,,,,male,20-39,20,0,0,0
1017,23:38:57,23:45:07,23:43:08,23:44:13,,,,,male,60+,370,65,0,0
1020,23:39:02,23:45:39,23:41:27,23:42:47,,,23:44:47,,female,60+,397,80,0,0
1033,23:39:13,23:39:58,,,,,,,male,60+,45,0,0,0
1037,23:39:16,23:40:19,,,,,,,female,60+,63,0,0,0
1039,23:39:17,23:39:58,,,23:39:17,23:39:21,,,male,60+,41,0,4,0
1040,23:39:19,23:39:55,,,,,,,male,60+,36,0,0,0
1045,23:39:23,23:44:01,23:43:15,23:43:36,,,23:42:14,23:42:17,male,60+,278,21,0,3
1046,23:39:24,23:40:25,,,,,,,male,20-39,61,0,0,0
1052,23:39:36,23:39:56,,,,,23:39:37,,female,0-19,20,0,0,0
1053,23:39:39,23:40:00,,,,,,,male,60+,21,0,0,0
1056,23:39:40,23:40:09,23:39:40,,,,,,male,60+,29,0,0,0
1057,23:39:41,23:45:31,23:40:49,,,,23:43:56,23:44:03,female,20-39,350,0,0,7
1058,23:39:42,23:43:21,,,,,23:41:24,23:41:46,male,20-39,219,0,0,22
1059,23:39:43,23:42:19,,,,,,,female,60+,156,0,0,0
1062,23:39:45,23:40:02,,,,,,,male,20-39,17,0,0,0
1073,23:39:54,23:46:17,23:44:21,23:45:36,,,23:39:54,23:40:26,male,60+,383,75,0,32
1082,23:40:06,23:44:30,23:42:46,,,,23:40:50,23:42:02,male,20-39,264,0,0,72
1083,23:40:08,23:40:29,,,,,,,male,60+,21,0,0,0
1084,23:40:11,23:41:06,,,23:40:46,23:40:43,,,male,60+,55,0,0,0
1085,23:40:13,23:40:46,,,,,,,female,40-59,33,0,0,0
1086,23:40:14,23:40:40,,,,,,,male,20-39,26,0,0,0
1087,23:40:15,23:45:09,23:40:15,23:43:30,,,,,female,60+,294,195,0,0
1089,23:40:16,23:41:36,,,23:40:16,23:40:46,,,male,60+,80,0,30,0
1092,23:40:19,23:49:25,,,,,23:47:36,23:48:14,female,20-39,546,0,0,38
1093,23:40:22,23:41:46,23:40:22,,,,,,male,20-39,84,0,0,0
1094,23:40:23,23:49:11,,,,,,,female,60+,528,0,0,0
1097,23:40:26,23:42:40,,,23:40:26,,,,male,60+,134,0,0,0
1098,23:40:28,23:44:40,,,,,23:44:08,23:44:20,male,60+,252,0,0,12
1100,23:40:30,23:44:29,,,,,,,male,60+,239,0,0,0
1103,23:40:32,23:40:52,23:40:32,,,,,,male,60+,20,0,0,0
1104,23:40:33,23:40:54,,,23:40:35,,,,female,60+,21,0,0,0
1105,23:40:34,23:43:36,,,,,23:40:34,,male,60+,182,0,0,0
1106,23:40:35,23:42:16,,,,,,,male,60+,101,0,0,0
1109,23:40:37,23:41:12,,,,,,,male,60+,35,0,0,0
1110,23:40:38,23:44:13,,,,,23:43:32,23:43:31,male,20-39,215,0,0,0
1120,23:40:53,23:42:25,,,,,,,male,60+,92,0,0,0
1121,23:40:55,23:47:05,23:44:57,23:44:58,,,23:45:36,23:44:30,male,60+,370,1,0,0
1125,23:41:00,23:41:20,,,,,,,male,60+,20,0,0,0
1128,23:41:03,23:41:39,,,,,,,male,20-39,36,0,0,0
1129,23:41:05,23:41:43,,,23:41:19,,,,male,40-59,38,0,0,0
1130,23:41:07,23:41:45,,,,,23:41:07,,male,60+,38,0,0,0
1136,23:41:14,23:41:54,23:41:14,,,,,,female,60+,40,0,0,0
1140,23:41:18,23:42:50,,,,,,,female,20-39,92,0,0,0
1146,23:41:22,23:45:35,23:41:28,,,,,,male,60+,253,0,0,0
1147,23:41:23,23:43:53,,,,,,,male,20-39,150,0,0,0
1148,23:41:24,23:42:57,,,,,,,male,60+,93,0,0,0
1150,23:41:26,23:42:47,23:41:26,,,,,,male,60+,81,0,0,0
1154,23:41:30,23:43:07,,,,,23:41:30,23:42:02,male,60+,97,0,0,32
1155,23:41:31,23:49:25,23:45:59,23:48:48,,,23:49:05,,male,60+,474,169,0,0
1157,23:41:32,23:42:53,,,,,,,male,60+,81,0,0,0
1165,23:41:40,23:42:09,,,,,,,male,60+,29,0,0,0
1166,23:41:43,23:43:56,,,,,,,male,60+,133,0,0,0
1169,23:41:45,23:42:08,,,,,,,male,20-39,23,0,0,0
1171,23:41:49,23:45:38,,,23:41:49,23:43:05,,,male,60+,229,0,76,0
1173,23:41:51,23:46:39,,,23:43:03,,,,male,0-19,288,0,0,0
1174,23:41:53,23:42:16,,,23:41:53,,,,male,60+,23,0,0,0
1177,23:41:57,23:42:45,,,,,23:41:58,,male,60+,48,0,0,0
1179,23:42:00,23:44:19,,,,,,,female,60+,139,0,0,0
1180,23:42:01,23:42:56,,,,,,,male,60+,55,0,0,0
1183,23:42:05,23:48:09,23:45:08,23:45:43,,,23:42:05,23:42:58,male,20-39,364,35,0,53
1184,23:42:06,23:46:36,,,,,,,male,0-19,270,0,0,0
1187,23:42:10,23:44:11,,23:43:45,23:42:11,,,,male,60+,121,85425,0,0
1188,23:42:11,23:42:37,23:42:12,,,,,,male,60+,26,0,0,0
1196,23:42:19,23:44:14,23:42:51,23:42:59,,,,,male,20-39,115,8,0,0
1198,23:42:20,23:42:53,,,,,,,female,60+,33,0,0,0
1199,23:42:22,23:45:19,23:44:55,23:44:57,,,,,male,20-39,177,2,0,0
1207,23:42:25,23:42:51,,,,,,,female,60+,26,0,0,0
1208,23:42:26,23:43:22,,,,,,,male,20-39,56,0,0,0
1209,23:42:27,23:44:30,23:44:03,23:44:11,,,,,female,60+,123,8,0,0
1211,23:42:28,23:48:08,,,,,23:43:20,23:47:49,female,20-39,340,0,0,269
1217,23:42:36,23:44:12,,,,,23:42:55,,male,60+,96,0,0,0
1220,23:42:41,23:44:27,,,,,23:42:56,23:44:07,male,60+,106,0,0,71
1223,23:42:46,23:44:21,,,,,,,female,20-39,95,0,0,0
1227,23:42:50,23:43:11,,,,,,,male,20-39,21,0,0,0
1235,23:43:00,23:43:23,,,23:43:00,,,,male,20-39,23,0,0,0
1237,23:43:07,23:43:36,23:43:07,,,,,,female,60+,29,0,0,0
1239,23:43:12,23:43:52,23:43:13,,,,,,male,60+,40,0,0,0
1242,23:43:14,23:45:45,,23:44:49,23:43:26,23:43:24,,,male,60+,151,85489,0,0
1244,23:43:18,23:43:41,,,,,,,female,20-39,23,0,0,0
1246,23:43:21,23:48:19,23:43:37,23:43:46,,,,,male,60+,298,9,0,0
1252,23:43:27,23:43:52,23:43:27,,,,,,male,0-19,25,0,0,0
1253,23:43:28,23:43:56,23:43:30,,,,,,male,20-39,28,0,0,0
1259,23:43:37,23:46:37,23:43:38,23:43:42,,,23:44:13,23:44:37,male,60+,180,4,0,24
1260,23:43:38,23:44:07,,,,,23:43:39,,male,20-39,29,0,0,0
1261,23:43:40,23:44:41,,,,,23:44:21,23:44:20,female,60+,61,0,0,0
1262,23:43:44,23:44:13,,,,,,,male,0-19,29,0,0,0
1264,23:43:47,23:46:53,,,23:44:29,23:45:50,,,male,60+,186,0,81,0
1269,23:43:49,23:44:47,,,,,,,male,60+,58,0,0,0
1270,23:43:50,23:44:15,,,,,,,female,60+,25,0,0,0
1272,23:43:55,23:53:20,,,,,23:52:02,23:52:37,male,60+,565,0,0,35
1275,23:43:59,23:56:52,,,,,,,male,60+,773,0,0,0
1279,23:44:02,23:44:23,,,,,,,female,0-19,21,0,0,0
1283,23:44:09,23:44:49,,,,,,,male,60+,40,0,0,0
1284,23:44:10,23:50:44,,,,,,,male,60+,394,0,0,0
1285,23:44:11,23:46:03,23:44:38,,,,,,male,0-19,112,0,0,0
1300,23:44:26,23:45:05,,,,,,,male,60+,39,0,0,0
1303,23:44:28,23:47:52,,,,,23:46:45,23:46:55,male,60+,204,0,0,10
1308,23:44:32,23:53:15,23:45:11,23:45:38,,,23:47:40,23:52:55,female,60+,523,27,0,315
1310,23:44:36,23:48:09,,,,,,,female,60+,213,0,0,0
1313,23:44:40,23:46:09,,,,,,,male,60+,89,0,0,0
1316,23:44:42,23:46:24,,,,,,,male,60+,102,0,0,0
1317,23:44:44,23:46:56,,,,,,,male,0-19,132,0,0,0
1319,23:44:46,23:45:42,,,,,,,male,60+,56,0,0,0
1325,23:44:52,23:48:29,,,,,,,male,60+,217,0,0,0
1328,23:44:55,23:46:07,,,,,,,male,60+,72,0,0,0
1331,23:44:57,23:47:05,,,,,,,female,60+,128,0,0,0
1334,23:44:59,23:45:30,,,,,,,male,60+,31,0,0,0
1338,23:45:04,23:46:31,23:45:04,,,,,,male,20-39,87,0,0,0
1343,23:45:12,23:45:38,,,,,,,male,60+,26,0,0,0
1345,23:45:14,23:47:19,23:46:58,23:46:57,,,23:45:45,23:45:49,male,20-39,125,0,0,4
1347,23:45:17,23:50:21,,,,,23:45:58,,female,60+,304,0,0,0
1350,23:45:23,23:45:50,,,,,,,male,0-19,27,0,0,0
1352,23:45:26,23:45:48,,,,,,,male,60+,22,0,0,0
1353,23:45:28,23:46:59,,,,,,,male,60+,91,0,0,0
1357,23:45:35,23:46:17,,,,,,,male,60+,42,0,0,0
1360,23:45:41,23:46:03,,,,,,,male,60+,22,0,0,0
1361,23:45:42,23:47:20,,,,,,,female,60+,98,0,0,0
1363,23:45:47,23:47:04,23:46:19,,,,,,male,60+,77,0,0,0
1365,23:45:49,23:49:28,23:47:21,,,23:46:57,,,male,60+,219,0,85617,0
1372,23:45:55,23:55:22,23:54:06,23:54:23,23:51:48,23:53:01,23:46:16,23:51:35,male,60+,567,17,73,319
1373,23:45:56,23:57:07,23:55:52,23:55:53,23:45:59,23:46:57,23:48:11,23:48:25,male,60+,671,1,58,14
1375,23:46:00,23:48:12,23:46:01,23:47:37,,,,,male,60+,132,96,0,0
1377,23:46:07,23:46:48,,,,,,,male,60+,41,0,0,0
1378,23:46:10,23:46:57,,,,,23:46:39,,male,0-19,47,0,0,0
1379,23:46:12,23:56:30,23:55:47,23:55:51,,,23:47:24,23:47:28,male,60+,618,4,0,4
1380,23:46:15,23:46:54,,,,,,,female,20-39,39,0,0,0
1385,23:46:21,23:46:45,23:46:22,,,,,,female,60+,24,0,0,0
1387,23:46:22,23:50:21,,,,,,,female,60+,239,0,0,0
1390,23:46:25,23:50:38,,,,,23:46:48,,male,20-39,253,0,0,0
1391,23:46:26,23:46:47,,,,,,,male,60+,21,0,0,0
1392,23:46:28,23:52:42,,,,,,,female,60+,374,0,0,0
1401,23:46:33,23:47:48,,,,,,,female,60+,75,0,0,0
1402,23:46:36,23:47:21,,,,,23:47:02,,female,20-39,45,0,0,0
1408,23:46:42,23:48:09,23:46:43,23:47:40,,,,,female,60+,87,57,0,0
1411,23:46:51,23:49:41,,,,,,,female,20-39,170,0,0,0
1415,23:47:00,23:47:52,,,,,,,male,20-39,52,0,0,0
1416,23:47:01,23:47:21,,,,,,,male,20-39,20,0,0,0
1417,23:47:03,23:47:59,,,,,23:47:12,,male,60+,56,0,0,0
1422,23:47:12,23:47:42,,,,,23:47:12,,male,60+,30,0,0,0
1423,23:47:13,23:48:25,,,,,,,male,20-39,72,0,0,0
1424,23:47:14,23:48:31,,,,,23:47:14,23:48:08,female,20-39,77,0,0,54
1427,23:47:16,23:49:34,,,23:47:18,23:48:56,,,male,60+,138,0,98,0
1435,23:47:27,23:48:25,,,,,,,male,60+,58,0,0,0
1440,23:47:30,23:47:52,,,,,23:47:30,,male,20-39,22,0,0,0
1443,23:47:33,23:56:27,,,23:50:14,23:53:21,23:55:06,,male,60+,534,0,187,0
1444,23:47:38,23:47:57,,,,,,,male,60+,19,0,0,0
1445,23:47:40,23:47:59,23:47:40,23:47:40,,,,,male,60+,19,0,0,0
1449,23:47:47,23:48:08,,,,,,,male,60+,21,0,0,0
1454,23:47:54,23:48:33,23:47:56,,,,,,male,0-19,39,0,0,0
1455,23:47:55,23:48:16,,,23:47:56,,,,male,20-39,21,0,0,0
1460,23:48:01,23:50:52,23:49:01,23:50:23,,,23:48:48,23:48:58,male,60+,171,82,0,10
1463,23:48:04,23:56:53,,,,,23:55:51,23:55:52,male,60+,529,0,0,1
1474,23:48:16,23:54:55,,,,,23:49:51,23:49:54,male,60+,399,0,0,3
1476,23:48:18,23:50:07,,,,,23:49:33,23:49:33,male,60+,109,0,0,0
1477,23:48:20,23:49:03,,,,,23:48:20,,male,0-19,43,0,0,0
1478,23:48:22,23:49:05,23:48:45,23:48:46,,,,,male,60+,43,1,0,0
1479,23:48:27,23:52:43,,,23:50:30,23:51:35,,,female,60+,256,0,65,0
1480,23:48:29,23:50:18,,,,,23:49:07,,female,60+,109,0,0,0
1482,23:48:30,23:51:45,,,23:49:03,,,,male,60+,195,0,0,0
1484,23:48:34,23:49:19,23:48:34,,,,,,male,0-19,45,0,0,0
1485,23:48:36,23:52:04,,,,,23:48:41,23:48:47,male,60+,208,0,0,6
1487,23:48:38,23:48:59,,,,,,,female,20-39,21,0,0,0
1489,23:48:40,23:49:02,,,,,,,male,20-39,22,0,0,0
1491,23:48:43,23:58:53,23:57:52,,,,,,male,60+,610,0,0,0
1492,23:48:44,23:49:52,23:49:09,23:49:31,,,,,female,60+,68,22,0,0
1493,23:48:45,0:00:40,23:58:23,23:59:15,23:51:31,23:52:51,23:49:06,23:50:32,male,20-39,0,52,80,86
1501,23:48:52,23:49:12,,,,,,,female,60+,20,0,0,0
1502,23:48:53,23:56:22,,,,,23:50:31,,male,20-39,449,0,0,0
1503,23:48:55,23:59:35,23:48:56,,,,23:57:44,23:57:36,female,20-39,640,0,0,0
1506,23:49:04,23:55:08,23:51:55,23:53:02,23:53:42,23:54:06,,23:51:05,male,60+,364,67,24,85865
1512,23:49:13,0:01:35,23:50:41,23:51:05,23:52:33,23:54:02,23:54:25,,female,60+,0,24,89,0
1513,23:49:14,23:49:42,,,,,23:49:14,,female,60+,28,0,0,0
1514,23:49:16,23:49:43,,,,,,,male,60+,27,0,0,0
1516,23:49:17,23:49:45,,,,,,,male,0-19,28,0,0,0
1518,23:49:21,23:52:07,,,,,,,male,60+,166,0,0,0
1519,23:49:23,23:50:18,,,,,,,male,60+,55,0,0,0
1520,23:49:27,23:57:29,23:56:47,23:50:24,,,23:49:27,,male,20-39,482,0,0,0
1523,23:49:31,0:06:23,,,,,,,female,60+,0,0,0,0
1524,23:49:32,23:50:00,23:49:37,,,,,,male,0-19,28,0,0,0
1528,23:49:38,23:50:07,,,,,23:49:38,,male,0-19,29,0,0,0
1530,23:49:39,23:50:04,23:49:40,,,,,,male,60+,25,0,0,0
1531,23:49:40,23:51:16,,,,,,,male,60+,96,0,0,0
1538,23:49:46,0:12:12,23:54:02,23:54:07,23:52:35,23:52:56,23:53:17,23:53:19,male,60+,0,5,21,2
1540,23:49:49,23:50:11,,,,,,,male,20-39,22,0,0,0
1542,23:49:51,23:50:29,,,,,,,male,20-39,38,0,0,0
1543,23:49:52,23:54:15,,,,,23:49:52,23:50:19,male,60+,263,0,0,27
1544,23:49:54,23:57:07,,,,,23:54:30,23:54:22,male,60+,433,0,0,0
1545,23:49:55,23:50:27,,,,,,,male,60+,32,0,0,0
1547,23:49:57,23:50:18,,,,,,,male,20-39,21,0,0,0
1550,23:50:04,23:51:55,,,,,23:50:04,23:50:33,male,0-19,111,0,0,29
1552,23:50:06,23:50:50,,,,,,,male,20-39,44,0,0,0
1553,23:50:10,23:50:37,,,,,,,male,20-39,27,0,0,0
1558,23:50:17,23:51:20,,,23:50:29,23:50:29,,,male,60+,63,0,0,0
1561,23:50:20,23:50:43,,,,,,,male,60+,23,0,0,0
1564,23:50:23,0:11:31,23:51:19,23:51:38,,,,,male,20-39,0,19,0,0
1566,23:50:26,0:07:56,0:00:36,0:03:55,,,0:07:20,0:07:35,female,20-39,0,199,0,15
1567,23:50:27,23:51:59,23:50:40,,,,,,male,0-19,92,0,0,0
1571,23:50:32,23:52:00,,,,,,,male,60+,88,0,0,0
1572,23:50:35,23:51:00,,,,,,,male,60+,25,0,0,0
1573,23:50:37,23:50:58,,,,,,,male,20-39,21,0,0,0
1577,23:50:46,23:55:00,,,,,23:51:38,23:54:37,male,60+,254,0,0,179
1581,23:50:54,0:02:46,,,,,,,male,60+,0,0,0,0
1582,23:50:55,23:53:08,,,,,,,male,60+,133,0,0,0
1583,23:50:56,23:54:28,,,,,,,male,20-39,212,0,0,0
1584,23:50:59,23:51:53,,,,,,,female,60+,54,0,0,0
1585,23:51:01,23:51:57,,,,,,,female,20-39,56,0,0,0
1587,23:51:02,23:53:58,23:53:13,,,,23:52:57,23:52:59,female,60+,176,0,0,2
1588,23:51:04,23:55:29,,,,,23:51:32,,male,20-39,265,0,0,0
1593,23:51:07,23:51:45,,,,,,,male,60+,38,0,0,0
1594,23:51:08,23:51:30,,,,,,,male,60+,22,0,0,0
1596,23:51:09,23:52:18,23:51:30,,,,,,male,60+,69,0,0,0
1599,23:51:13,23:53:05,,,,,,,male,20-39,112,0,0,0
1600,23:51:18,23:55:30,23:54:06,23:54:11,,,23:55:08,23:55:09,male,20-39,252,5,0,1
1601,23:51:19,23:53:28,,,,,,,male,20-39,129,0,0,0
1602,23:51:22,0:01:26,,,,,23:59:52,23:59:52,female,60+,0,0,0,0
1605,23:51:29,23:53:59,,,23:51:43,23:52:57,,,male,60+,150,0,74,0
1610,23:51:34,23:52:28,23:51:35,,,,,,female,60+,54,0,0,0
1611,23:51:35,23:52:00,,,23:51:35,,,,female,60+,25,0,0,0
1613,23:51:36,23:55:51,,,,,,,male,20-39,255,0,0,0
1619,23:51:41,23:52:22,,,,,,,female,60+,41,0,0,0
1621,23:51:43,23:52:11,,,,,,,female,60+,28,0,0,0
1622,23:51:45,0:02:09,,,23:51:51,23:52:54,23:59:35,23:59:43,male,60+,0,0,63,8
1625,23:51:48,23:53:01,,,,,,,female,20-39,73,0,0,0
1627,23:51:53,23:52:18,,,,,,,female,60+,25,0,0,0
1630,23:51:55,23:52:20,,,,,,,male,60+,25,0,0,0
1632,23:51:59,23:52:37,,,,,,,male,0-19,38,0,0,0
1633,23:52:02,23:53:59,,,23:53:33,23:53:31,,,female,60+,117,0,0,0
1634,23:52:04,23:52:47,,,,,,,female,20-39,43,0,0,0
1635,23:52:04,23:52:28,,,,,23:52:04,,male,20-39,24,0,0,0
1637,23:52:06,23:55:18,23:52:07,,,,,,male,20-39,192,0,0,0
1641,23:52:08,0:03:00,,,23:52:09,23:53:56,23:55:25,,male,60+,0,0,107,0
1642,23:52:11,23:52:37,,,,,23:52:11,,male,60+,26,0,0,0
1649,23:52:17,23:53:06,,,,,,,male,60+,49,0,0,0
1651,23:52:20,23:52:44,,,,,,,male,60+,24,0,0,0
1654,23:52:23,23:53:01,,,,,,,male,20-39,38,0,0,0
1656,23:52:31,23:52:56,,,23:52:32,,,,male,60+,25,0,0,0
1657,23:52:34,23:52:57,23:52:35,,,,,,male,60+,23,0,0,0
1659,23:52:39,23:55:15,,,,,23:52:41,,male,60+,156,0,0,0
1666,23:52:49,23:53:12,,,,,,,male,60+,23,0,0,0
1667,23:52:50,23:53:15,,,,,,,male,20-39,25,0,0,0
1668,23:52:51,23:53:12,,,,,,,male,20-39,21,0,0,0
1672,23:53:01,23:56:55,,,,,23:55:49,23:55:52,male,60+,234,0,0,3
1674,23:53:04,23:54:32,,,23:53:19,23:54:05,,,male,60+,88,0,46,0
1675,23:53:10,23:55:15,,,23:53:13,23:54:15,,,female,20-39,125,0,62,0
1681,23:53:19,23:59:34,,,23:57:36,23:59:10,23:55:04,23:57:14,male,60+,375,0,94,130
1684,23:53:23,23:55:23,,,,,23:54:23,23:54:22,female,40-59,120,0,0,0
1685,23:53:24,23:54:18,,,,,,,male,0-19,54,0,0,0
1688,23:53:25,23:57:56,,,,,23:55:43,23:55:52,male,20-39,271,0,0,9
1691,23:53:28,23:55:16,,,,,,,male,20-39,108,0,0,0
1692,23:53:29,23:57:04,,,,,,,male,20-39,215,0,0,0
1694,23:53:32,23:56:09,23:55:46,23:55:35,,,,,male,20-39,157,0,0,0
1695,23:53:35,23:55:16,,,,,,,male,20-39,101,0,0,0
1699,23:53:37,23:54:30,,,,,,,male,20-39,53,0,0,0
1702,23:53:40,23:54:55,,,,,,,male,60+,75,0,0,0
1703,23:53:45,23:54:33,,,,,,,female,60+,48,0,0,0
1705,23:53:47,23:55:06,23:54:43,23:54:43,,,,,female,60+,79,0,0,0
1706,23:53:49,23:56:21,23:53:58,23:54:38,,,23:55:31,23:56:02,male,60+,152,40,0,31
1707,23:53:50,23:54:18,,,,,,,male,40-59,28,0,0,0
1708,23:53:52,23:56:40,23:54:47,23:54:49,,,,,male,20-39,168,2,0,0
1709,23:53:53,23:54:21,,,,,,,male,60+,28,0,0,0
1710,23:53:56,23:54:28,,,,,,,male,20-39,32,0,0,0
1712,23:53:58,23:54:38,,,,,23:54:00,,male,20-39,40,0,0,0
1716,23:54:02,23:56:18,23:55:16,23:55:24,,,,,female,20-39,136,8,0,0
1717,23:54:04,23:55:32,,,,,23:55:05,23:55:06,female,60+,88,0,0,1
1719,23:54:08,23:59:40,,,23:58:43,23:58:43,,,male,20-39,332,0,0,0
1720,23:54:10,23:55:16,,,23:54:10,23:54:26,,,male,20-39,66,0,16,0
1721,23:54:11,23:55:36,23:54:57,23:55:01,,,,,female,60+,85,4,0,0
1722,23:54:13,23:55:32,23:54:48,23:54:49,,,,,male,60+,79,1,0,0
1723,23:54:15,23:57:44,,,,,23:54:46,,male,60+,209,0,0,0
1724,23:54:17,23:55:06,,,23:54:17,,,,male,60+,49,0,0,0
1725,23:54:20,23:57:12,,,,,23:56:39,23:56:11,male,60+,172,0,0,0
1727,23:54:24,23:56:02,,,23:54:24,23:55:41,,,male,60+,98,0,77,0
1728,23:54:26,23:55:14,,,,,,,male,20-39,48,0,0,0
1733,23:54:35,23:58:51,23:55:13,23:57:25,,,23:58:12,23:58:29,female,60+,256,132,0,17
1747,23:54:42,23:55:08,,,,,,,male,20-39,26,0,0,0
1752,23:54:47,23:55:29,,,,,23:54:48,,male,40-59,42,0,0,0
1758,23:54:51,23:55:28,23:54:52,23:55:06,,,,,male,60+,37,14,0,0
1762,23:54:55,23:56:25,,,,,,,male,60+,90,0,0,0
1776,23:55:20,23:58:54,,,23:55:56,,,,male,20-39,214,0,0,0
1777,23:55:22,23:55:47,,,,,,,female,60+,25,0,0,0
1778,23:55:26,23:57:21,,,,,,,male,60+,115,0,0,0
1781,23:55:28,23:56:07,,,,,,,male,20-39,39,0,0,0
1783,23:55:30,23:55:53,,,,,,,male,60+,23,0,0,0
1785,23:55:31,23:59:16,,,,,23:57:50,23:58:18,female,60+,225,0,0,28
1789,23:55:35,23:55:59,23:55:36,,,,,,female,60+,24,0,0,0
1794,23:55:44,23:56:31,,,,,,,male,20-39,47,0,0,0
1798,23:55:48,23:56:08,,,,,,,male,60+,20,0,0,0
1799,23:55:50,23:56:26,,,,,,,male,20-39,36,0,0,0
1802,23:55:54,23:59:31,,,23:57:24,23:59:01,23:55:54,23:57:03,male,60+,217,0,97,69
1805,23:55:56,23:57:49,,,,,,,male,60+,113,0,0,0
1807,23:55:58,23:57:41,23:55:58,,,,,,male,0-19,103,0,0,0
1810,23:56:06,23:56:45,,,,,,,male,60+,39,0,0,0
1813,23:56:14,23:58:59,23:57:55,,,,,,male,20-39,165,0,0,0
1816,23:56:18,23:59:23,23:56:19,,,23:56:55,23:57:23,,female,20-39,185,0,86215,0
1818,23:56:20,23:57:28,,,,,,,male,60+,68,0,0,0
