person_id,entry_time,exit_time,section_A_in,section_A_out,section_B_in,section_B_out,section_C_in,section_C_out,gender,age,total_time,A_time,B_time,C_time
2704,0:18:06,0:19:17,,,,,,,male,20-39,71,0,0,0
2705,0:18:08,0:20:10,,,,,0:18:08,0:19:12,female,60+,122,0,0,64
2708,0:18:14,0:20:51,,,0:18:22,0:19:25,,,male,40-59,157,0,63,0
2709,0:18:19,0:19:07,0:18:41,,,,,,male,60+,48,0,0,0
2712,0:18:23,0:26:30,,,,,0:20:50,0:20:59,male,20-39,487,0,0,9
2713,0:18:25,0:22:10,,,0:20:20,0:21:08,,,male,60+,225,0,48,0
2717,0:18:30,0:22:15,0:19:53,0:20:12,,,0:21:30,0:21:48,male,20-39,225,19,0,18
2718,0:18:32,0:18:57,,,,,,,male,60+,25,0,0,0
2726,0:18:42,0:20:22,,,,,,,male,60+,100,0,0,0
2728,0:18:44,0:19:10,,,,,,,male,20-39,26,0,0,0
2729,0:18:45,0:23:18,0:18:46,,0:21:56,0:21:58,,,male,20-39,273,0,2,0
2734,0:18:50,0:20:18,,,,,,,male,60+,88,0,0,0
2735,0:18:55,0:19:41,,,,,,,male,60+,46,0,0,0
2739,0:19:02,0:22:35,,,0:21:52,0:21:24,,,female,60+,213,0,0,0
2741,0:19:04,0:19:31,,,,,,,male,60+,27,0,0,0
2744,0:19:11,0:19:58,,,0:19:12,,,,male,20-39,47,0,0,0
2747,0:19:16,0:19:58,,,,,,,female,60+,42,0,0,0
2749,0:19:19,0:21:50,,,,,,,female,60+,151,0,0,0
2751,0:19:22,0:20:07,,,,,,,male,60+,45,0,0,0
2755,0:19:26,0:19:51,0:19:26,,,,,,male,0-19,25,0,0,0
2764,0:19:40,0:20:20,,,,,0:19:40,,male,60+,40,0,0,0
2765,0:19:41,0:21:27,0:19:43,,,,,,male,60+,106,0,0,0
2767,0:19:44,0:20:11,0:19:45,,,,,,male,60+,27,0,0,0
2772,0:19:50,0:20:20,,,,,,,male,20-39,30,0,0,0
2773,0:19:52,0:20:24,,,,,,,male,20-39,32,0,0,0
2775,0:19:53,0:20:40,,,,,,,male,60+,47,0,0,0
2777,0:20:03,0:22:31,,,,,,,male,0-19,148,0,0,0
2779,0:20:04,0:20:45,,,,,,,male,0-19,41,0,0,0
2781,0:20:08,0:20:35,,,,,,,male,20-39,27,0,0,0
2782,0:20:11,0:20:51,,,,,,,male,60+,40,0,0,0
2785,0:20:17,0:21:17,,,,,,,male,60+,60,0,0,0
2786,0:20:18,0:21:27,,,0:20:32,0:20:32,,,male,20-39,69,0,0,0
2787,0:20:19,0:29:38,,,0:29:09,0:29:00,0:27:14,0:27:32,female,60+,559,0,0,18
2788,0:20:24,0:22:34,,,,,0:21:31,,male,20-39,130,0,0,0
2793,0:20:30,0:20:58,,,,,0:20:31,,male,60+,28,0,0,0
2796,0:20:36,0:21:53,,,,,0:20:37,,male,60+,77,0,0,0
2797,0:20:43,0:28:57,0:26:56,0:26:50,,,,0:28:04,male,60+,494,0,0,1684
2800,0:20:46,0:22:31,0:20:46,,,,,,female,60+,105,0,0,0
2803,0:20:49,0:21:12,,,,,,,male,20-39,23,0,0,0
2807,0:20:52,0:21:46,,,,,0:21:05,0:21:24,male,20-39,54,0,0,19
2810,0:20:56,0:23:14,,,,,,,female,60+,138,0,0,0
2815,0:21:00,0:23:50,,,0:21:01,0:22:34,,,male,60+,170,0,93,0
2816,0:21:04,0:21:25,,,,,,,male,20-39,21,0,0,0
2817,0:21:09,0:23:22,,,0:21:12,0:22:11,,,male,60+,133,0,59,0
2818,0:21:12,0:21:32,,,,,,,male,60+,20,0,0,0
2819,0:21:17,0:25:44,0:21:18,,,0:21:59,,,male,20-39,267,0,1319,0
2822,0:21:27,0:21:52,,,,,,,male,20-39,25,0,0,0
2829,0:21:33,0:23:02,,,0:21:34,0:22:19,0:22:39,,male,60+,89,0,45,0
2830,0:21:38,0:22:03,,,,,,,male,20-39,25,0,0,0
2833,0:21:42,0:23:52,0:21:43,,,,,,male,60+,130,0,0,0
2834,0:21:43,0:38:22,,,,,0:31:13,0:29:55,male,60+,999,0,0,0
2841,0:21:54,0:22:19,0:21:55,,,,,,male,40-59,25,0,0,0
2843,0:21:58,0:22:20,,,,,,,male,60+,22,0,0,0
2850,0:22:00,0:28:57,,,,,0:24:24,0:24:24,male,60+,417,0,0,0
2854,0:22:03,0:24:53,,,,,0:22:14,0:22:54,male,60+,170,0,0,40
2855,0:22:05,0:25:20,,,,,,,female,60+,195,0,0,0
2857,0:22:10,0:22:48,,,,,,,male,60+,38,0,0,0
2858,0:22:17,0:22:37,0:22:18,,,,,,male,20-39,20,0,0,0
2862,0:22:26,0:23:24,,,,,,,male,20-39,58,0,0,0
2863,0:22:32,0:22:56,,,,,,,male,0-19,24,0,0,0
2866,0:22:36,0:27:26,0:26:21,0:26:15,,,,,male,60+,290,0,0,0
2869,0:22:38,0:24:21,,,,,0:22:38,,male,60+,103,0,0,0
2870,0:22:39,0:25:02,,,,,,,male,20-39,143,0,0,0
2871,0:22:41,0:33:50,0:28:00,0:28:28,0:30:19,0:32:28,0:26:30,0:26:08,male,60+,669,28,129,0
2873,0:22:43,0:24:26,,,,,0:22:58,0:22:56,male,60+,103,0,0,0
2877,0:22:48,0:23:17,0:22:58,,,,,,female,60+,29,0,0,0
2883,0:22:55,0:34:18,0:31:41,0:32:21,0:29:05,0:29:26,0:33:41,0:26:51,male,20-39,683,40,21,0
2884,0:22:57,0:24:03,,,,,,,male,20-39,66,0,0,0
2885,0:22:59,0:24:14,,,,,,,male,60+,75,0,0,0
2887,0:23:06,0:27:52,,,,,0:23:06,,male,20-39,286,0,0,0
2889,0:23:14,0:26:15,,,,,,,male,20-39,181,0,0,0
2890,0:23:18,0:23:41,0:23:19,,,,,,male,60+,23,0,0,0
2891,0:23:20,0:23:52,0:23:20,,,,,,male,20-39,32,0,0,0
2901,0:23:32,0:23:54,0:23:32,,,,,,male,60+,22,0,0,0
2903,0:23:33,0:35:12,0:32:25,0:32:40,0:27:23,0:29:18,0:34:44,0:27:05,female,60+,699,15,115,0
2905,0:23:36,0:24:56,,,,,0:24:21,,male,20-39,80,0,0,0
2909,0:23:41,0:24:04,,,,,,,male,60+,23,0,0,0
2912,0:23:50,0:24:28,,,,,,,male,20-39,38,0,0,0
2914,0:23:55,0:24:41,,,,,0:23:56,,female,60+,46,0,0,0
2915,0:23:59,0:25:30,,,0:24:03,,,,male,60+,91,0,0,0
2917,0:24:01,0:29:04,0:28:21,0:28:24,,,,,female,60+,303,3,0,0
2918,0:24:03,0:24:40,0:24:05,,,,,,female,60+,37,0,0,0
2920,0:24:06,0:24:29,,,,,0:24:06,,female,60+,23,0,0,0
2921,0:24:09,0:24:55,,,,,,,male,20-39,46,0,0,0
2924,0:24:13,0:24:34,0:24:13,,,,,,female,60+,21,0,0,0
2925,0:24:18,0:29:44,,,0:27:50,0:29:06,0:27:06,0:27:36,male,20-39,326,0,76,30
2929,0:24:27,0:24:48,,,,,,,female,20-39,21,0,0,0
2930,0:24:32,0:24:52,0:24:32,,,,,,female,60+,20,0,0,0
2932,0:24:39,0:24:58,0:24:40,,,,,,female,60+,19,0,0,0
2936,0:24:51,0:25:10,,,,,0:24:51,,male,60+,19,0,0,0
2937,0:24:58,0:25:22,0:25:00,,,,,,male,60+,24,0,0,0
2938,0:25:04,0:32:05,,,,,0:25:04,0:30:13,female,60+,421,0,0,309
2940,0:25:07,0:30:07,,,0:26:05,0:26:53,,,female,60+,300,0,48,0
2941,0:25:08,0:28:21,,,,,,,male,60+,193,0,0,0
2943,0:25:13,0:27:02,0:25:38,0:26:36,,,,,male,60+,109,58,0,0
2944,0:25:15,0:29:58,0:27:53,0:28:46,,,,,male,60+,283,53,0,0
2946,0:25:21,0:26:51,0:25:58,0:26:01,,,,,female,60+,90,3,0,0
2950,0:25:27,0:33:09,0:26:03,0:27:05,,,0:29:01,0:31:15,female,60+,462,62,0,134
2951,0:25:28,0:30:13,,,,,0:29:53,0:29:53,male,20-39,285,0,0,0
2953,0:25:31,0:26:11,0:25:31,,,,,,female,60+,40,0,0,0
2954,0:25:33,0:26:54,0:25:58,0:26:28,,,,,female,60+,81,30,0,0
2955,0:25:34,0:26:30,,,,,,,female,60+,56,0,0,0
2957,0:25:40,0:28:12,,,0:25:49,0:26:53,,,female,60+,152,0,64,0
2960,0:25:42,0:26:05,,,,,,,male,60+,23,0,0,0
2961,0:25:43,0:26:10,,,,,0:25:43,,male,60+,27,0,0,0
2966,0:25:52,0:29:56,,,,,,,male,60+,244,0,0,0
2968,0:25:54,0:28:45,,,,,0:27:28,0:28:18,female,20-39,171,0,0,50
2973,0:26:02,0:29:35,0:28:05,0:28:06,,,,,male,60+,213,1,0,0
2979,0:26:09,0:28:47,,,,,,,male,40-59,158,0,0,0
2981,0:26:14,0:28:31,0:26:17,0:27:01,,,0:27:26,,male,60+,137,44,0,0
2982,0:26:17,0:28:37,0:27:02,,,,,,female,60+,140,0,0,0
2992,0:26:22,0:26:56,0:26:24,,,,,,female,60+,34,0,0,0
2993,0:26:24,0:35:21,0:32:33,0:33:09,,,0:33:19,0:34:17,male,60+,537,36,0,58
2995,0:26:26,0:27:04,,,,,,,female,60+,38,0,0,0
3001,0:26:29,0:27:17,,,,,,,male,60+,48,0,0,0
3003,0:26:32,0:43:06,,,,,,,female,20-39,994,0,0,0
3004,0:26:33,0:33:57,,,,,0:33:38,0:31:04,female,60+,444,0,0,0
3010,0:26:37,0:30:51,0:29:27,0:29:58,0:30:24,,,,male,60+,254,31,0,0
3015,0:26:41,0:30:33,,,0:26:47,0:28:09,0:28:20,0:29:37,female,60+,232,0,82,77
3018,0:26:44,0:27:13,,,,,,,male,60+,29,0,0,0
3022,0:26:54,0:29:42,0:29:11,,,,0:26:54,0:28:41,male,20-39,168,0,0,107
3023,0:26:55,0:31:19,,,,,0:30:13,0:30:16,male,20-39,264,0,0,3
3028,0:26:59,0:27:54,0:27:01,,,,,,male,60+,55,0,0,0
3029,0:27:01,0:39:32,0:38:58,0:37:16,0:36:13,0:36:14,,,male,60+,751,0,1,0
3035,0:27:08,0:28:21,,,,,,,male,60+,73,0,0,0
3038,0:27:09,0:28:46,,,0:27:19,,,0:28:04,male,60+,97,0,0,1684
3039,0:27:10,0:27:53,0:27:11,0:27:23,,,,,male,60+,43,12,0,0
3040,0:27:16,0:34:19,,,,,0:27:50,0:28:00,female,60+,423,0,0,10
3047,0:27:19,0:32:32,0:27:45,0:28:18,0:30:27,0:32:02,,,male,60+,313,33,95,0
3050,0:27:21,0:28:08,,,,,,,male,20-39,47,0,0,0
3054,0:27:25,0:28:02,,,,,,,male,60+,37,0,0,0
3057,0:27:27,0:27:58,,,,,,,male,60+,31,0,0,0
3058,0:27:28,0:52:22,0:30:34,0:30:59,0:49:19,0:50:52,0:36:57,0:36:30,male,60+,1494,25,93,0
3060,0:27:30,0:32:02,0:27:30,0:28:20,,,,,male,60+,272,50,0,0
3063,0:27:32,0:29:52,0:27:33,0:28:33,,,,,male,20-39,140,60,0,0
3066,0:27:41,0:33:13,,,0:27:42,,0:29:27,0:31:21,female,60+,332,0,0,114
3067,0:27:43,0:29:33,,,0:27:43,,,0:29:04,male,60+,110,0,0,1744
3068,0:27:47,0:28:14,,,,,,,male,0-19,27,0,0,0
3070,0:27:49,0:28:24,0:27:50,,,,,,female,60+,35,0,0,0
3071,0:27:55,0:28:21,,,,,,,male,60+,26,0,0,0
3077,0:28:05,0:31:18,0:30:10,0:30:21,,,,,male,60+,193,11,0,0
3079,0:28:10,0:28:39,,,,,,,male,60+,29,0,0,0
3081,0:28:13,0:30:14,,,,,0:29:51,0:29:55,male,60+,121,0,0,4
3082,0:28:17,0:33:49,0:28:19,,,,,,male,60+,332,0,0,0
3085,0:28:24,0:29:35,,,,,,,female,60+,71,0,0,0
3092,0:28:29,0:34:30,0:30:57,0:32:52,,,,,female,60+,361,115,0,0
3094,0:28:35,0:31:36,0:28:57,0:29:20,0:31:04,,0:29:37,0:30:48,male,60+,181,23,0,71
3100,0:28:44,0:29:12,,,,,,,male,60+,28,0,0,0
3106,0:28:48,0:50:08,,,,,0:32:10,0:32:00,female,20-39,1280,0,0,0
3107,0:28:49,0:29:29,,,,,,,female,60+,40,0,0,0
3109,0:28:51,0:29:42,,,,,,,female,60+,51,0,0,0
3112,0:28:59,0:29:35,,,,,,,male,20-39,36,0,0,0
3113,0:29:00,0:29:29,,,,,,,male,60+,29,0,0,0
3117,0:29:08,0:29:43,0:29:08,,,,,,male,60+,35,0,0,0
3119,0:29:11,0:33:39,,,,,,,male,60+,268,0,0,0
3122,0:29:15,0:31:58,,,,,0:31:23,0:30:24,male,20-39,163,0,0,0
3124,0:29:20,0:29:50,,,,,,,female,0-19,30,0,0,0
3125,0:29:22,0:35:45,0:29:22,,,,,,male,20-39,383,0,0,0
3126,0:29:23,0:38:39,,,,,0:37:54,0:38:10,male,0-19,556,0,0,16
3128,0:29:28,0:34:37,0:29:35,,,,,,male,60+,309,0,0,0
3130,0:29:34,0:33:43,,,0:30:27,0:32:18,,,male,40-59,249,0,111,0
3131,0:29:36,0:30:13,,,,,,,male,60+,37,0,0,0
3132,0:29:40,0:32:34,0:30:15,0:30:16,,,,,male,60+,174,1,0,0
3134,0:29:41,0:30:56,0:30:17,0:30:19,,,,,female,20-39,75,2,0,0
3147,0:30:02,0:41:33,,,,,,,male,0-19,691,0,0,0
3158,0:30:18,0:34:06,,,,,0:30:29,0:33:50,male,60+,228,0,0,201
3160,0:30:25,0:30:52,,,,,,,female,60+,27,0,0,0
3161,0:30:32,0:32:35,,,,,,,male,60+,123,0,0,0
3164,0:30:35,0:33:53,0:32:50,0:32:51,,,,,female,60+,198,1,0,0
3165,0:30:36,0:31:04,,,,,,,male,60+,28,0,0,0
3168,0:30:40,0:31:35,,,,,,,male,60+,55,0,0,0
3169,0:30:41,0:33:12,0:32:42,,,,,,male,60+,151,0,0,0
3172,0:30:44,0:38:02,,,,,0:37:38,0:35:18,male,60+,438,0,0,0
3175,0:30:50,0:31:19,,,,,,,female,60+,29,0,0,0
3178,0:30:54,0:35:09,,,,,0:34:08,0:34:12,female,60+,255,0,0,4
3179,0:30:56,0:31:25,,,,,,,male,60+,29,0,0,0
3181,0:31:01,0:38:35,,,,,0:33:00,0:32:51,male,60+,454,0,0,0
3184,0:31:03,0:33:45,,,0:31:04,0:32:20,,,male,60+,162,0,76,0
3186,0:31:07,0:57:21,0:51:04,0:51:12,,,0:31:07,,female,60+,1574,8,0,0
3191,0:31:11,0:31:50,,,,,,,female,60+,39,0,0,0
3193,0:31:13,0:31:57,,,0:31:22,,,,female,60+,44,0,0,0
3194,0:31:16,0:32:12,,,,,,,male,60+,56,0,0,0
3200,0:31:23,0:31:58,,,,,,,male,20-39,35,0,0,0
3201,0:31:25,0:32:20,,,,,,,male,0-19,55,0,0,0
3203,0:31:27,0:32:05,,,,,0:31:28,,male,20-39,38,0,0,0
3204,0:31:28,0:34:20,0:32:16,0:32:30,,,,,male,20-39,172,14,0,0
3205,0:31:29,0:33:25,,,,,,,male,60+,116,0,0,0
3209,0:31:33,0:33:05,,,,,0:32:35,0:32:07,male,60+,92,0,0,0
3210,0:31:35,0:33:43,,,0:31:35,0:32:13,,,female,60+,128,0,38,0
3211,0:31:36,0:32:36,,,,,0:31:39,,male,60+,60,0,0,0
3215,0:31:40,0:32:16,,,,,,,male,60+,36,0,0,0
3218,0:31:42,0:33:30,,,0:31:57,0:32:21,,,male,60+,108,0,24,0
3220,0:31:46,0:33:02,0:32:31,,,,,,male,0-19,76,0,0,0
3222,0:31:48,0:32:24,,,,,,,male,20-39,36,0,0,0
3223,0:31:51,0:33:31,,,,,0:33:05,,female,60+,100,0,0,0
3225,0:31:58,0:33:05,,,,,,,male,20-39,67,0,0,0
3228,0:32:09,0:32:42,0:32:11,,,,,,male,20-39,33,0,0,0
3229,0:32:11,0:34:14,0:32:15,0:32:58,,,,,female,60+,123,43,0,0
3230,0:32:18,0:34:09,,,,,,,female,60+,111,0,0,0
3233,0:32:23,0:38:32,,,,,0:32:23,0:35:39,male,60+,369,0,0,196
3235,0:32:27,0:33:31,,,,,0:32:48,0:33:00,female,60+,64,0,0,12
3242,0:32:44,0:33:46,,,,,,,male,0-19,62,0,0,0
3243,0:32:45,0:33:19,,,,,,,female,60+,34,0,0,0
3244,0:32:46,0:33:19,,,,,,,male,60+,33,0,0,0
3249,0:33:04,0:34:17,0:33:53,0:33:54,,,,,male,60+,73,1,0,0
3250,0:33:07,0:52:15,0:46:26,0:46:53,,,0:46:59,,male,60+,1148,27,0,0
3251,0:33:08,0:35:38,,,,,0:34:54,0:35:14,female,60+,150,0,0,20
3253,0:33:12,0:38:05,,,,,,,male,40-59,293,0,0,0
3254,0:33:17,0:34:18,,,,,,,male,60+,61,0,0,0
3256,0:33:29,0:33:53,,,,,,,female,60+,24,0,0,0
3259,0:33:34,0:33:56,,,,,,,male,20-39,22,0,0,0
3262,0:33:37,0:35:04,0:33:37,,,,,,male,60+,87,0,0,0
3265,0:33:48,0:34:27,,,,,,,female,60+,39,0,0,0
3271,0:34:04,0:34:24,,,,,0:34:05,,female,20-39,20,0,0,0
3273,0:34:12,0:34:48,,,,,,,female,20-39,36,0,0,0
3280,0:34:24,0:35:13,,,,,,,female,60+,49,0,0,0
3282,0:34:25,0:44:39,0:37:22,0:38:24,,,0:38:49,0:36:46,male,60+,614,62,0,0
3283,0:34:26,0:36:09,,,,,0:34:27,,male,60+,103,0,0,0
3284,0:34:28,0:37:27,,,,,0:35:28,0:36:41,female,60+,179,0,0,73
3286,0:34:30,0:36:08,,,,,0:35:45,0:35:00,male,60+,98,0,0,0
3287,0:34:32,0:34:51,,,,,0:34:32,,male,60+,19,0,0,0
3288,0:34:33,0:36:07,,,,,,,male,0-19,94,0,0,0
3291,0:34:41,0:40:18,,,,,0:39:13,0:37:37,male,60+,337,0,0,0
3295,0:34:46,0:35:16,0:34:46,,,,,,female,60+,30,0,0,0
3296,0:34:46,0:35:17,,,,,,,male,60+,31,0,0,0
3303,0:34:50,0:35:22,,,,,,,female,60+,32,0,0,0
3304,0:34:51,0:35:17,,,,,,,male,60+,26,0,0,0
3306,0:34:53,0:35:13,,,,,,,female,20-39,20,0,0,0
3308,0:35:00,0:36:47,0:35:00,,,,,,male,20-39,107,0,0,0
3310,0:35:03,0:35:24,,,,,,,male,60+,21,0,0,0
3311,0:35:16,0:46:08,,,0:42:57,0:44:03,,,male,60+,652,0,66,0
3312,0:35:19,0:36:55,0:35:19,,,,,,female,40-59,96,0,0,0
3313,0:35:20,0:37:12,0:35:21,,,,,,female,60+,112,0,0,0
3314,0:35:21,0:36:25,,,,,,,female,60+,64,0,0,0
3323,0:35:30,0:35:54,,,,,0:35:30,,male,60+,24,0,0,0
3329,0:35:31,0:42:45,0:38:14,0:38:48,,,0:42:05,,male,20-39,434,34,0,0
3331,0:35:32,0:36:42,,,,,,,male,60+,70,0,0,0
3332,0:35:33,0:37:47,,,,,,,female,60+,134,0,0,0
3334,0:35:38,0:36:02,,,,,,,male,60+,24,0,0,0
3337,0:35:40,0:36:04,,,,,,,female,20-39,24,0,0,0
3338,0:35:41,0:38:11,,,,,0:36:11,0:36:10,female,40-59,150,0,0,0
3347,0:35:48,0:36:41,,,,,,,male,60+,53,0,0,0
3350,0:35:52,0:36:28,,,,,,,female,60+,36,0,0,0
3352,0:35:54,0:39:53,0:37:33,0:38:36,,,,,male,60+,239,63,0,0
3355,0:36:01,0:36:51,,,,,,,female,60+,50,0,0,0
3362,0:36:12,0:37:48,,,,,,,female,20-39,96,0,0,0
3365,0:36:16,0:44:03,,,,,0:39:48,0:39:50,male,60+,467,0,0,2
3366,0:36:17,0:37:17,0:36:17,,,,,,male,60+,60,0,0,0
3367,0:36:19,0:50:05,0:47:24,0:47:34,0:47:54,,0:36:20,,male,60+,826,10,0,0
3370,0:36:32,0:37:27,,,,,,,female,60+,55,0,0,0
3371,0:36:33,0:37:10,,,,,,,male,60+,37,0,0,0
3372,0:36:36,0:37:40,,,,,,,male,20-39,64,0,0,0
3374,0:36:38,0:39:10,,,0:36:50,0:38:02,,,male,60+,152,0,72,0
3376,0:36:49,0:46:56,,,,,,,female,60+,607,0,0,0
3378,0:36:54,0:38:27,,,,,0:36:55,,male,60+,93,0,0,0
3380,0:36:58,0:37:28,,,,,,,female,60+,30,0,0,0
3381,0:36:59,0:38:22,0:37:28,,0:36:59,0:37:12,,,male,60+,83,0,13,0
3383,0:37:02,0:37:27,,,,,,,male,60+,25,0,0,0
3387,0:37:06,0:41:14,,,,,0:38:49,0:38:50,female,60+,248,0,0,1
3389,0:37:12,0:37:40,,,0:37:13,,,,male,60+,28,0,0,0
3391,0:37:15,0:38:22,0:37:16,,,,,,male,60+,67,0,0,0
3393,0:37:19,0:38:00,0:37:19,,,,,,female,60+,41,0,0,0
3394,0:37:20,0:39:55,,,0:37:36,0:38:46,,,female,60+,155,0,70,0
3395,0:37:22,0:37:56,0:37:22,,,,,,female,60+,34,0,0,0
3397,0:37:30,0:38:44,0:37:31,,,,,,male,60+,74,0,0,0
3398,0:37:30,0:37:59,0:37:31,,,,,,female,60+,29,0,0,0
3400,0:37:34,0:39:54,,,0:37:46,0:38:45,,,male,60+,140,0,59,0
3401,0:37:35,0:38:25,,,,,,,male,60+,50,0,0,0
3402,0:37:37,0:45:28,0:37:38,0:38:47,,,0:39:22,0:39:48,male,60+,471,69,0,26
3404,0:37:42,0:39:25,0:38:58,0:38:46,,,,,male,60+,103,0,0,0
3405,0:37:43,0:40:44,0:40:08,0:40:18,,,,,male,60+,181,10,0,0
3407,0:37:45,0:38:36,0:37:45,,,,,,female,60+,51,0,0,0
3408,0:37:49,0:38:35,,,,,0:37:49,,male,60+,46,0,0,0
3410,0:37:51,0:38:16,0:37:51,,,,,,female,60+,25,0,0,0
3412,0:38:07,0:43:07,0:42:30,0:41:32,,,,,male,20-39,300,0,0,0
3413,0:38:11,0:53:25,,,0:52:57,,,,female,20-39,914,0,0,0
3414,0:38:14,0:43:53,0:38:14,0:40:53,,,,,male,60+,339,159,0,0
3415,0:38:17,0:38:41,,,,,,,male,60+,24,0,0,0
3416,0:38:18,0:39:16,0:38:18,,,,,,female,60+,58,0,0,0
3419,0:38:21,1:01:23,0:57:15,0:58:30,0:38:26,,0:59:38,0:59:39,female,60+,1382,75,0,1
3421,0:38:27,0:40:14,,,0:38:32,,,,male,60+,107,0,0,0
3423,0:38:31,0:38:54,,,,,,,male,0-19,23,0,0,0
3427,0:38:38,0:41:05,,,,,,,male,40-59,147,0,0,0
3429,0:38:42,0:39:35,,,,,,,male,60+,53,0,0,0
3430,0:38:43,0:39:39,,,,,,,female,20-39,56,0,0,0
3433,0:38:49,0:39:55,,,,,,,female,60+,66,0,0,0
3436,0:38:51,0:39:14,,,,,,,male,60+,23,0,0,0
3437,0:38:52,0:40:15,,,,,0:38:53,,male,60+,83,0,0,0
3443,0:38:55,0:41:32,,,,,,,male,60+,157,0,0,0
3448,0:39:00,0:40:22,,,,,,,male,60+,82,0,0,0
3449,0:39:01,0:41:42,,,,,,,male,60+,161,0,0,0
3450,0:39:03,0:39:59,,,,,0:39:03,,male,60+,56,0,0,0
3451,0:39:05,0:39:34,0:39:05,,,,,,male,60+,29,0,0,0
3452,0:39:07,0:41:42,,,0:39:55,0:40:47,,,male,60+,155,0,52,0
3455,0:39:17,0:39:41,,,,,,,female,20-39,24,0,0,0
3456,0:39:21,0:39:56,,,,,,,male,60+,35,0,0,0
3458,0:39:26,0:40:25,,,,,,,male,20-39,59,0,0,0
3461,0:39:31,0:41:02,0:39:31,,,,,,female,60+,91,0,0,0
3465,0:39:37,0:42:04,,,,,0:40:00,0:39:48,male,60+,147,0,0,0
3466,0:39:41,0:41:51,0:39:41,,,,,,male,0-19,130,0,0,0
3471,0:39:45,0:52:26,0:41:27,0:45:29,0:43:46,,0:42:39,0:42:47,female,60+,761,242,0,8
3472,0:39:48,0:50:19,,,,,,,female,60+,631,0,0,0
3474,0:39:51,0:52:28,,,0:49:32,0:51:02,0:46:53,0:47:03,female,20-39,757,0,90,10
3480,0:39:58,0:40:20,,,,,,,female,60+,22,0,0,0
3481,0:40:00,0:44:26,,,,,,,male,20-39,266,0,0,0
3482,0:40:02,0:40:21,,,,,,,female,60+,19,0,0,0
3485,0:40:12,0:40:42,,,,,0:40:12,,male,60+,30,0,0,0
3486,0:40:17,0:42:50,,,,,,,male,20-39,153,0,0,0
3489,0:40:28,0:41:18,,,0:40:28,0:40:44,,,male,60+,50,0,16,0
3490,0:40:30,0:40:51,,,,,0:40:30,,male,0-19,21,0,0,0
3493,0:40:34,0:41:19,,,,,,,male,60+,45,0,0,0
3494,0:40:36,,0:40:37,,,,,,female,20-39,0,0,0,0
3495,0:40:39,0:43:17,,,,,,,female,60+,158,0,0,0
3497,0:40:46,,,,,,,,female,60+,0,0,0,0
3498,0:40:48,0:44:29,,,,,0:41:41,0:41:42,female,60+,221,0,0,1
3502,0:40:56,0:44:03,,,,,0:40:57,0:41:28,male,60+,187,0,0,31
3508,0:41:02,0:42:07,0:41:11,0:41:38,,,,,male,60+,65,27,0,0
3509,0:41:04,0:44:55,,,,,,,female,60+,231,0,0,0
3511,0:41:13,1:06:24,1:05:25,1:05:46,1:04:22,1:04:24,,,female,60+,1511,21,2,0
3514,0:41:15,0:52:19,,,0:49:28,0:51:00,0:41:39,0:44:31,male,60+,664,0,92,172
3515,0:41:17,0:42:12,,,0:41:17,,,,male,60+,55,0,0,0
3521,0:41:24,0:43:09,,,,,,,female,60+,105,0,0,0
3522,0:41:25,0:42:35,,,,,,,male,60+,70,0,0,0
3525,0:41:31,0:52:30,0:47:11,0:47:34,0:49:33,0:51:05,,,female,60+,659,23,92,0
3528,0:41:35,0:42:32,,,,,0:41:35,0:42:06,female,60+,57,0,0,31
3533,0:41:43,0:44:43,0:42:25,0:43:48,,,,,female,40-59,180,83,0,0
3535,0:41:45,0:42:24,,,,,,,male,60+,39,0,0,0
3537,0:41:47,0:44:54,0:43:40,0:43:49,,,,,male,60+,187,9,0,0
3539,0:41:52,0:42:18,,,,,,,male,60+,26,0,0,0
3540,0:41:54,0:42:59,0:42:33,,,,,,female,60+,65,0,0,0
3541,0:41:59,0:45:53,,,0:45:26,0:44:02,,,female,60+,234,0,0,0
3543,0:42:02,0:45:47,,,,,0:44:54,0:45:01,female,60+,225,0,0,7
3544,0:42:08,0:42:37,,,,,,,female,60+,29,0,0,0
3547,0:42:10,0:42:39,,,,,0:42:10,,male,60+,29,0,0,0
3550,0:42:13,0:42:40,0:42:13,,,,,,female,60+,27,0,0,0
3551,0:42:16,0:42:42,,,,,,,male,20-39,26,0,0,0
3552,0:42:16,0:42:56,,,,,,,male,60+,40,0,0,0
3554,0:42:22,0:43:06,,,,,0:42:34,,male,60+,44,0,0,0
3555,0:42:24,0:42:49,,,,,0:42:24,,male,60+,25,0,0,0
3558,0:42:39,0:44:31,0:42:39,,,,,,male,60+,112,0,0,0
3560,0:42:42,0:43:34,,,,,,,female,60+,52,0,0,0
3564,0:42:48,0:43:46,0:42:48,,,,,,female,20-39,58,0,0,0
3568,0:42:51,0:43:33,,,,,,,male,60+,42,0,0,0
3569,0:42:52,0:43:17,,,,,,,male,60+,25,0,0,0
3571,0:42:59,0:45:42,,,,,,,female,20-39,163,0,0,0
3578,0:43:14,0:43:57,,,,,0:43:14,,male,60+,43,0,0,0
3580,0:43:16,0:43:44,0:43:16,,,,,,male,60+,28,0,0,0
3581,0:43:17,0:43:42,0:43:17,,,,,,female,60+,25,0,0,0
3583,0:43:20,0:43:49,,,,,,,male,20-39,29,0,0,0
